index,AD_1_02_1,AD_1_04_1,AD_1_08_1,AD_1_09_1,AD_1_11_1,AD_1_13_1,AD_2_01_1,AD_2_02_1,AD_2_03_1,AD_2_05_1,AD_2_07_1,AD_3_00_1,AD_3_01_1,AD_3_03_1,AD_3_05_1,AD_3_07_1,AD_4_10_1,AD_4_11_1,AD_4_12_1,AD_4_13_1,AD_5_09_1,AD_5_10_1,AD_5_11_1,AD_5_12_1,AD_5_13_1,AD_6_09_1,AD_6_10_1,AD_6_11_1,AD_6_12_1,AD_6_13_1,AD_7_06_1,AD_7_08_1,AD_7_09_1,AD_7_11_1,AD_7_12_1,AD_8_03_1,AD_8_05_1,AD_8_07_1,AD_8_09_1,AD_8_11_1,AD_8_12_1,AD_9_04_1,AD_9_06_1,AD_9_09_1,AD_10_04_1,AD_10_06_1,AD_10_09_1,AD_10_10_1,AD_11_02_1,AD_11_03_1,AD_11_04_1,AD_11_08_1,AD_11_10_1,AD_12_02_1,AD_12_03_1,AD_12_05_1,AD_12_07_1,AD_13_00_1,AD_13_03_1,AD_13_04_1,AD_13_06_1,AD_14_00_1,AD_14_01_1,AD_14_03_1,AD_14_05_1,AD_14_07_1,AD_14_10_1,AD_14_13_1,AD_14_14_1,AD_15_00_1,AD_15_01_1,AD_15_03_1,AD_15_04_1,AD_15_06_1,N_1_01_1,N_1_05_1,N_1_07_1,N_1_08_1,N_1_09_1,N_2_00_1,N_2_01_1,N_2_03_1,N_2_06_1,N_2_08_1,N_3_01_1,N_3_03_1,N_3_04_1,N_3_06_1,N_4_01_1,N_4_02_1,N_4_04_1,N_4_06_1,N_4_08_1,N_5_03_1,N_5_04_1,N_5_06_1,N_5_08_1,N_5_10_1,N_6_01_1,N_6_02_1,N_6_03_1,N_6_06_1,N_6_08_1,N_7_01_1,N_7_02_1,N_7_04_1,N_7_07_1,N_8_01_1,N_8_05_1,N_8_07_1,N_9_00_1,N_9_03_1,N_9_06_1,N_9_08_1,N_9_12_1
ENSG00000132003,3,4,11,14,19,7,7,4,11,16,13,10,35,9,15,25,3,7,8,9,10,4,13,3,14,17,3,0,4,25,8,10,6,10,11,15,13,11,8,21,38,5,11,7,5,13,15,28,4,14,22,3,15,28,16,4,7,9,0,3,11,19,6,7,16,25,6,4,20,9,0,14,22,11,1,0,8,16,0,45,35,4,10,25,25,12,6,13,0,0,3,13,1,6,4,16,1,13,6,11,12,19,15,10,20,11,9,18,2,4,0,23,5,9,4
ENSG00000072958,25,24,24,26,36,19,28,44,28,50,21,49,127,42,19,81,22,15,29,27,22,22,6,18,32,42,6,1,17,112,20,44,39,29,36,26,51,36,29,5,38,6,35,46,33,16,24,84,41,35,39,9,6,37,20,37,16,26,15,22,30,51,47,8,43,55,18,52,59,25,9,16,81,56,7,21,37,32,51,135,98,52,60,67,73,64,18,21,25,19,53,21,34,26,52,37,32,56,18,27,30,42,44,50,49,36,24,22,16,34,35,57,20,51,61
ENSG00000105640,2,4,3,8,7,7,7,6,0,1,4,17,24,14,0,10,5,10,13,2,3,0,6,11,2,13,5,1,0,13,2,9,14,3,5,8,0,3,3,0,19,0,21,6,3,0,1,5,3,3,11,0,0,21,3,5,2,23,0,9,6,1,7,7,7,2,14,5,7,1,18,4,14,30,2,10,10,8,15,30,13,4,13,25,29,13,9,4,0,0,6,2,3,4,1,9,1,12,1,14,9,5,5,6,4,5,3,22,4,18,5,14,3,6,22
ENSG00000169021,0,4,8,0,8,1,15,13,10,2,4,3,14,22,0,8,4,10,2,14,17,63,1,1,1,0,0,0,0,16,12,3,4,6,11,4,2,2,7,0,33,9,7,15,3,0,13,8,0,0,0,1,0,1,0,11,3,0,0,10,2,2,24,4,0,8,25,13,3,3,0,2,0,5,5,31,12,6,7,22,18,10,2,7,14,20,4,8,0,0,0,1,0,3,1,7,7,7,1,16,2,2,1,8,10,6,9,4,0,13,27,10,3,1,18
ENSG00000105711,13,11,16,11,12,6,3,8,14,2,17,11,27,14,17,28,6,11,5,4,7,5,0,3,20,10,2,0,27,17,9,2,12,10,21,13,5,23,23,28,10,1,8,11,0,1,3,6,1,3,9,1,6,16,1,14,7,14,2,0,2,12,14,30,3,18,10,26,18,6,6,0,14,0,4,5,18,8,10,33,12,15,8,20,29,15,4,3,0,0,10,13,3,5,14,11,5,11,2,1,5,12,29,27,8,10,8,31,13,9,18,28,2,12,15
ENSG00000105221,33,13,25,34,55,11,35,41,65,49,19,35,95,81,26,59,20,28,6,13,31,30,47,26,31,41,17,8,33,89,39,53,35,25,34,46,34,36,36,3,27,9,46,28,25,21,40,67,15,66,14,11,53,31,68,59,9,19,7,29,24,53,41,91,18,51,56,43,50,16,32,32,33,29,11,11,56,21,22,117,50,71,38,62,43,9,29,43,8,2,1,26,22,13,41,29,33,25,2,48,31,16,65,22,35,27,29,35,18,41,18,31,20,52,50
ENSG00000105329,5,2,10,19,3,3,12,8,4,4,31,1,15,10,0,6,13,1,10,8,0,0,0,0,0,10,5,2,15,8,30,3,3,9,25,22,0,35,2,1,30,0,8,5,3,0,0,11,3,0,4,5,22,15,1,15,15,19,1,2,22,1,3,2,14,16,6,1,22,0,2,9,2,3,1,0,2,15,10,29,6,8,22,16,15,19,0,2,0,0,4,0,4,2,10,4,18,19,8,0,4,1,14,13,24,20,7,16,29,24,9,5,9,12,18
ENSG00000105409,11,13,11,6,13,1,13,18,20,32,13,32,39,9,6,15,5,6,8,10,19,42,0,12,15,16,13,6,0,25,14,12,7,10,9,20,4,10,19,9,4,12,13,18,15,11,6,20,3,18,12,1,0,9,2,27,21,19,0,0,4,47,14,13,13,10,14,18,14,6,9,5,9,23,13,0,20,8,8,28,16,14,16,25,21,1,2,16,43,0,14,0,10,4,17,15,26,16,6,6,14,24,10,11,17,3,1,22,14,24,22,12,6,5,3
ENSG00000130203,4,1,8,5,4,4,0,1,8,0,13,8,13,36,0,11,1,6,0,0,5,0,0,0,3,1,0,0,0,5,0,1,0,1,3,12,6,5,3,0,1,0,0,3,7,0,6,9,3,3,2,8,0,9,0,7,2,1,1,1,0,1,1,1,2,4,0,10,3,11,0,0,0,0,1,0,1,2,1,14,10,7,4,8,5,1,2,1,3,0,0,0,1,0,0,1,4,3,0,0,1,0,5,6,1,10,1,5,6,2,1,1,3,0,1
ENSG00000105327,3,2,1,2,1,3,0,0,6,0,3,2,7,2,16,7,3,12,0,2,0,4,68,9,0,13,0,1,12,19,0,8,6,6,10,4,6,11,2,0,1,12,1,11,3,13,23,2,1,0,4,1,0,4,0,6,10,0,5,0,3,1,0,15,0,4,18,4,0,1,1,0,10,2,0,4,10,2,2,27,3,15,10,16,4,11,9,2,62,0,0,1,12,5,10,6,3,6,2,7,3,9,12,10,16,5,5,4,4,8,1,10,8,6,3
ENSG00000087088,2,3,5,5,7,11,7,8,1,0,0,0,12,11,0,8,7,1,8,0,3,7,3,6,0,11,0,1,0,13,6,6,4,5,3,18,3,2,1,0,4,17,5,11,1,1,8,12,7,13,3,15,0,5,7,0,4,7,4,9,0,20,31,14,5,1,1,10,1,4,0,2,9,1,0,1,11,1,5,20,18,19,8,17,14,1,3,17,0,0,1,9,0,2,5,7,5,7,2,12,26,0,16,5,7,1,3,10,0,11,7,2,2,8,3
ENSG00000142541,3,7,6,9,7,7,3,16,16,1,8,2,14,4,4,13,2,7,4,4,19,4,0,7,1,3,17,2,10,16,9,16,11,6,9,8,11,4,5,0,11,14,3,14,2,0,4,5,7,0,3,34,74,27,3,8,1,3,4,13,18,5,14,10,11,35,4,14,5,5,9,5,6,13,3,3,6,6,7,24,47,20,11,22,10,7,4,6,0,0,5,2,7,0,11,8,13,12,14,12,14,0,15,14,7,12,6,2,4,10,23,11,5,14,16
ENSG00000126453,6,0,6,3,0,0,1,6,3,23,0,4,13,1,10,12,0,6,10,1,10,2,5,3,4,7,0,0,0,14,0,1,0,1,3,4,19,5,0,10,0,9,3,1,18,1,0,0,1,0,2,0,0,0,0,1,4,4,3,8,0,8,2,0,4,2,0,5,2,0,12,0,0,5,0,0,6,2,0,7,8,8,8,14,2,0,3,2,3,0,0,0,0,0,0,7,6,3,0,0,0,8,3,4,4,1,5,8,5,0,13,0,0,0,2
ENSG00000182318,15,11,9,12,12,1,9,11,24,6,18,9,31,19,12,18,5,10,16,5,12,20,11,12,9,6,4,17,0,27,2,2,11,8,9,25,11,3,6,1,26,5,10,12,4,1,15,16,1,0,8,3,2,21,5,7,4,3,0,20,8,15,10,27,26,18,12,12,13,10,12,3,23,17,0,7,8,10,4,20,42,13,9,21,32,11,10,4,1,0,1,4,16,8,10,7,4,11,0,4,8,12,19,9,9,18,7,25,10,15,1,4,9,8,17
ENSG00000130725,1,0,6,6,7,2,0,4,7,3,3,5,7,6,6,9,3,1,1,3,5,0,0,0,0,4,0,0,0,9,5,1,2,2,5,1,0,2,9,2,10,0,20,4,14,1,4,0,1,1,0,0,0,8,0,14,5,1,0,1,7,3,7,2,8,0,10,7,5,0,0,0,1,0,9,24,2,15,6,9,0,20,0,11,7,17,12,4,0,0,10,4,0,0,7,7,1,8,1,15,0,1,0,3,15,7,0,9,0,6,0,4,5,2,4
ENSG00000100038,3,1,6,0,2,3,0,0,0,0,0,1,7,0,0,0,0,3,0,0,0,0,0,0,3,0,0,13,0,2,2,0,0,0,0,0,0,0,4,0,0,0,2,1,0,0,1,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,5,1,5,0,0,0,0,6,0,0,0,0,0,0,3,6,0,0,2,3,0,1,0,0,0,6,0,0,0,4,0,5,7,0,0,0,0,1,2,5,8,2,2,0,0,0,0,0,3,0
ENSG00000099991,40,19,31,21,36,11,26,49,22,29,27,25,80,18,6,75,26,18,19,10,18,27,26,5,23,29,28,11,22,70,16,25,27,29,33,31,17,33,22,6,54,48,27,45,14,5,45,42,14,99,62,5,24,30,25,61,16,24,1,24,13,41,42,36,34,48,19,42,33,13,9,16,49,45,5,36,23,46,20,55,60,34,23,66,42,35,14,30,9,2,18,5,7,6,29,19,22,43,11,2,30,41,16,38,7,18,44,22,14,35,24,20,20,25,34
ENSG00000183579,10,1,16,12,18,16,31,31,19,24,6,14,38,4,4,38,5,11,26,2,33,41,28,2,11,21,13,0,12,41,26,7,20,10,28,26,10,18,10,17,11,3,18,33,2,22,19,26,3,0,11,4,0,14,23,29,13,11,28,5,4,53,12,9,14,21,13,30,3,2,6,11,7,10,0,0,16,31,10,30,36,20,5,30,33,7,10,6,0,0,4,3,2,21,18,15,6,16,16,24,21,16,15,10,32,11,4,29,3,19,2,28,6,18,12
ENSG00000100319,5,17,7,7,4,15,1,6,4,26,1,17,21,2,0,14,9,3,0,0,5,1,1,15,12,9,10,1,1,16,15,4,8,2,5,6,9,10,3,6,6,1,9,12,0,3,19,8,0,0,4,2,1,4,6,6,16,14,0,0,0,10,13,11,2,12,0,19,2,11,2,2,9,5,5,0,16,7,23,23,15,46,11,13,9,4,0,3,0,0,1,1,15,2,6,11,10,19,0,7,30,9,8,13,22,2,9,4,0,5,20,4,7,1,7
ENSG00000100354,53,17,44,52,55,31,52,96,48,59,61,80,122,43,13,134,30,32,27,21,75,128,28,23,72,58,37,21,10,135,71,39,81,41,60,60,47,39,69,5,85,16,81,81,25,20,70,103,90,15,38,57,8,59,79,46,29,26,17,24,29,101,78,46,43,64,65,144,87,48,19,23,95,65,24,40,47,30,51,154,66,101,44,136,86,78,67,78,8,31,43,52,49,33,50,46,50,99,104,66,71,64,99,90,99,62,81,97,50,20,82,43,29,45,27
ENSG00000100412,4,17,21,0,12,1,14,21,15,11,0,5,16,3,6,8,5,1,12,5,12,1,8,3,13,10,9,0,3,24,13,13,8,16,16,7,20,1,7,2,2,2,11,12,1,1,7,7,0,2,16,0,1,9,0,13,7,6,5,5,11,23,9,3,5,9,14,6,7,11,0,0,29,3,25,4,2,13,3,39,23,7,12,9,19,1,3,8,1,0,3,15,5,0,6,7,8,7,0,6,27,23,18,15,1,16,7,17,3,2,4,9,5,15,7
ENSG00000196419,11,3,18,2,5,6,14,15,0,3,7,22,29,14,0,23,0,8,0,9,16,19,9,8,19,2,11,11,7,22,6,2,10,4,18,14,4,11,1,0,8,8,3,7,0,18,21,15,4,0,6,9,2,8,15,7,4,3,0,3,7,17,13,34,39,5,9,28,15,4,21,2,6,39,2,2,16,9,11,30,21,4,13,9,13,24,7,6,0,1,1,0,0,0,2,16,9,25,0,48,9,3,3,12,13,0,3,14,15,10,12,6,13,2,4
ENSG00000054611,9,6,22,13,9,22,32,35,24,9,17,29,46,44,5,27,10,27,17,11,5,11,13,12,18,38,12,5,1,26,15,17,14,10,13,12,0,21,16,1,2,9,11,21,1,3,36,18,8,14,17,7,33,18,14,20,20,0,20,5,0,42,22,7,9,11,14,20,18,2,2,1,13,51,4,20,7,21,32,59,14,61,27,33,16,12,7,7,0,0,8,6,3,5,8,8,16,8,2,32,18,12,7,26,15,29,24,20,23,7,6,8,10,7,31
ENSG00000182858,1,2,0,11,5,3,5,4,12,18,0,10,13,7,0,13,11,11,2,6,1,11,8,1,7,6,8,1,14,21,1,9,7,9,10,11,20,5,4,2,4,9,15,11,14,14,17,7,1,0,6,0,29,7,8,2,6,9,0,14,14,2,5,10,4,23,13,7,3,0,1,0,5,12,1,0,4,4,12,22,11,4,0,9,21,0,5,5,0,0,0,0,10,2,10,9,11,19,15,0,15,2,2,9,10,2,11,10,7,2,4,5,8,4,6
ENSG00000142192,14,19,14,15,12,24,28,31,14,29,13,12,34,2,11,44,26,19,9,7,20,16,26,14,18,18,36,14,6,34,25,16,32,18,31,19,1,27,21,4,32,11,18,38,8,15,18,12,15,15,30,36,62,6,3,14,11,9,6,12,28,17,42,84,16,17,30,57,46,23,1,12,34,28,57,12,22,8,13,59,39,25,21,37,16,33,10,26,8,4,50,7,16,16,6,14,23,23,3,6,8,22,25,18,42,11,20,32,23,27,13,18,3,4,16
ENSG00000156273,18,24,28,11,20,10,29,19,36,3,55,44,52,38,21,44,6,9,23,16,15,27,5,17,10,9,15,9,8,58,37,22,24,9,33,9,5,23,5,2,12,8,18,39,21,5,45,16,13,33,21,1,0,23,25,18,21,10,1,5,5,5,9,34,32,32,6,65,14,11,0,23,6,28,6,36,28,22,28,55,25,34,20,33,51,43,23,13,1,0,11,13,20,4,26,24,34,30,41,13,5,30,13,19,16,13,2,29,13,24,18,39,9,21,24
ENSG00000159082,28,17,43,31,35,16,9,26,31,14,17,54,77,11,8,64,24,7,17,9,16,16,24,9,26,18,13,3,40,50,38,29,27,28,11,45,12,10,13,1,74,36,31,45,14,2,42,33,19,0,15,1,1,47,6,32,53,30,0,15,10,36,4,30,2,40,35,68,29,5,26,0,32,27,13,18,26,26,32,64,67,11,16,45,35,41,26,26,50,0,25,19,0,27,26,39,20,42,9,28,36,51,47,33,25,17,29,37,15,24,14,24,8,20,29
ENSG00000197381,14,16,31,23,23,20,18,27,22,19,18,26,76,12,14,51,22,9,4,19,20,39,6,13,21,18,39,37,27,52,26,39,48,28,24,32,39,22,52,2,67,35,26,32,3,49,12,28,12,8,15,11,1,30,26,35,6,9,16,28,9,22,19,15,38,16,46,48,5,12,43,8,35,55,4,11,13,18,23,85,52,42,37,53,37,24,29,23,7,1,7,19,6,12,5,19,12,19,4,17,43,36,49,40,28,37,31,17,21,4,69,40,10,6,22
